Names,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Average Stats,Type Combination,Atk-Def Ratio,Rank,Image_URL
Zacian  Crowned  Sword,Fairy,Steel,700,92,150,115,80,115,148,116.6666667,Fairy-Steel,1.304347826,10,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png
Zamazenta  Hero of  Many  Battles,Fighting,null,660,92,120,115,80,115,138,110,Fighting,1.043478261,49,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-hero.png
Zamazenta  Crowned  Shield,Fighting,Steel,700,92,120,140,80,140,128,116.6666667,Fighting-Steel,0.857142857,10,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png
Eternatus,Poison,Dragon,690,140,85,95,145,95,130,115,Poison-Dragon,0.894736842,21,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png
Eternatus  Eternamax,Poison,Dragon,1125,255,115,250,125,250,130,187.5,Poison-Dragon,0.46,1,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus-eternamax.png
Kubfu,Fighting,null,385,60,90,60,53,50,72,64.16666667,Fighting,1.5,799,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png
Urshifu  Single  Strike  Style,Fighting,Dark,550,100,130,100,63,60,97,91.66666667,Fighting-Dark,1.3,198,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-single-strike.png
Urshifu  Rapid  Strike  Style,Fighting,Water,550,100,130,100,63,60,97,91.66666667,Fighting-Water,1.3,198,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-rapid-strike.png
Zarude,Dark,Grass,600,105,120,105,70,95,105,100,Dark-Grass,1.142857143,70,https://img.pokemondb.net/sprites/sword-shield/icon/zarude.png
Regieleki,Electric,null,580,80,100,50,100,50,200,96.66666667,Electric,2,125,https://img.pokemondb.net/sprites/sword-shield/icon/regieleki.png
Regidrago,Dragon,null,580,200,100,50,100,50,80,96.66666667,Dragon,2,125,https://img.pokemondb.net/sprites/sword-shield/icon/regidrago.png
Glastrier,Ice,null,580,100,145,130,65,110,30,96.66666667,Ice,1.115384615,125,https://img.pokemondb.net/sprites/sword-shield/icon/glastrier.png
Spectrier,Ghost,null,580,100,65,60,145,80,130,96.66666667,Ghost,1.083333333,125,https://img.pokemondb.net/sprites/sword-shield/icon/spectrier.png
Calyrex,Psychic,Grass,500,100,80,80,80,80,80,83.33333333,Psychic-Grass,1,365,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex.png
Calyrex  Ice  Rider,Psychic,Ice,680,100,165,150,85,130,50,113.3333333,Psychic-Ice,1.1,22,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-ice-rider.png
Calyrex  Shadow  Rider,Psychic,Ghost,680,100,85,80,165,100,150,113.3333333,Psychic-Ghost,1.0625,22,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-shadow-rider.png
Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,87.5,Normal-Psychic,1.458333333,265,https://img.pokemondb.net/sprites/scarlet-violet/icon/wyrdeer.png
Kleavor,Bug,Rock,500,70,135,95,45,70,85,83.33333333,Bug-Rock,1.421052632,365,https://img.pokemondb.net/sprites/scarlet-violet/icon/kleavor.png
Ursaluna,Ground,Normal,550,130,140,105,45,80,50,91.66666667,Ground-Normal,1.333333333,198,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna.png
Basculegion  Male,Water,Ghost,530,120,112,65,80,75,78,88.33333333,Water-Ghost,1.723076923,235,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-male.png
Basculegion  Female,Water,Ghost,530,120,92,65,100,75,78,88.33333333,Water-Ghost,1.415384615,235,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-female.png
Sneasler,Fighting,Poison,510,80,130,60,40,80,120,85,Fighting-Poison,2.166666667,320,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasler.png
Overqwil,Dark,Poison,510,85,115,95,65,65,85,85,Dark-Poison,1.210526316,320,https://img.pokemondb.net/sprites/scarlet-violet/icon/overqwil.png
Enamorus  Incarnate  Forme,Fairy,Flying,580,74,115,70,135,80,106,96.66666667,Fairy-Flying,1.642857143,125,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-incarnate.png
Enamorus  Therian  Forme,Fairy,Flying,580,74,115,110,135,100,46,96.66666667,Fairy-Flying,1.045454545,125,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-therian.png
Sprigatito,Grass,null,310,40,61,54,45,45,65,51.66666667,Grass,1.12962963,960,https://img.pokemondb.net/sprites/scarlet-violet/icon/sprigatito.png
Floragato,Grass,null,410,61,80,63,60,63,83,68.33333333,Grass,1.26984127,733,https://img.pokemondb.net/sprites/scarlet-violet/icon/floragato.png
Meowscarada,Grass,Dark,530,76,110,70,81,70,123,88.33333333,Grass-Dark,1.571428571,235,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowscarada.png
Fuecoco,Fire,null,310,67,45,59,63,40,36,51.66666667,Fire,0.762711864,960,https://img.pokemondb.net/sprites/scarlet-violet/icon/fuecoco.png
Crocalor,Fire,null,411,81,55,78,90,58,49,68.5,Fire,0.705128205,730,https://img.pokemondb.net/sprites/scarlet-violet/icon/crocalor.png
Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,88.33333333,Fire-Ghost,0.75,235,https://img.pokemondb.net/sprites/scarlet-violet/icon/skeledirge.png
Quaxly,Water,null,310,55,65,45,50,45,50,51.66666667,Water,1.444444444,960,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxly.png
Quaxwell,Water,null,410,70,85,65,65,60,65,68.33333333,Water,1.307692308,733,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxwell.png
Quaquaval,Water,Fighting,530,85,120,80,85,75,85,88.33333333,Water-Fighting,1.5,235,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaquaval.png
Lechonk,Normal,null,254,54,45,40,35,45,35,42.33333333,Normal,1.125,1127,https://img.pokemondb.net/sprites/scarlet-violet/icon/lechonk.png
Oinkologne  Male,Normal,null,489,110,100,75,59,80,65,81.5,Normal,1.333333333,467,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-male.png
Oinkologne  Female,Normal,null,489,115,90,70,59,90,65,81.5,Normal,1.285714286,467,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-female.png
Tarountula,Bug,null,210,35,41,45,29,40,20,35,Bug,0.911111111,1169,https://img.pokemondb.net/sprites/scarlet-violet/icon/tarountula.png
Spidops,Bug,null,404,60,79,92,52,86,35,67.33333333,Bug,0.858695652,776,https://img.pokemondb.net/sprites/scarlet-violet/icon/spidops.png
Nymble,Bug,null,210,33,46,40,21,25,45,35,Bug,1.15,1169,https://img.pokemondb.net/sprites/scarlet-violet/icon/nymble.png
Lokix,Bug,Dark,450,71,102,78,52,55,92,75,Bug-Dark,1.307692308,637,https://img.pokemondb.net/sprites/scarlet-violet/icon/lokix.png
Pawmi,Electric,null,240,45,50,20,40,25,60,40,Electric,2.5,1150,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmi.png
Pawmo,Electric,Fighting,350,60,75,40,50,40,85,58.33333333,Electric-Fighting,1.875,848,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmo.png
Pawmot,Electric,Fighting,490,70,115,70,70,60,105,81.66666667,Electric-Fighting,1.642857143,434,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmot.png
Tandemaus,Normal,null,305,50,50,45,40,45,75,50.83333333,Normal,1.111111111,988,https://img.pokemondb.net/sprites/scarlet-violet/icon/tandemaus.png
Maushold  Family of  Four,Normal,null,470,74,75,70,65,75,111,78.33333333,Normal,1.071428571,568,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family4.png
Maushold  Family of  Three,Normal,null,470,74,75,70,65,75,111,78.33333333,Normal,1.071428571,568,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family3.png
Fidough,Fairy,null,312,37,55,70,30,55,65,52,Fairy,0.785714286,959,https://img.pokemondb.net/sprites/scarlet-violet/icon/fidough.png
Dachsbun,Fairy,null,477,57,80,115,50,80,95,79.5,Fairy,0.695652174,539,https://img.pokemondb.net/sprites/scarlet-violet/icon/dachsbun.png
Smoliv,Grass,Normal,260,41,35,45,58,51,30,43.33333333,Grass-Normal,0.777777778,1119,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoliv.png
Dolliv,Grass,Normal,354,52,53,60,78,78,33,59,Grass-Normal,0.883333333,846,https://img.pokemondb.net/sprites/scarlet-violet/icon/dolliv.png
Arboliva,Grass,Normal,510,78,69,90,125,109,39,85,Grass-Normal,0.766666667,320,https://img.pokemondb.net/sprites/scarlet-violet/icon/arboliva.png
Squawkabilly  Green  Plumage,Normal,Flying,417,82,96,51,45,51,92,69.5,Normal-Flying,1.882352941,720,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-green.png
Squawkabilly  Blue  Plumage,Normal,Flying,417,82,96,51,45,51,92,69.5,Normal-Flying,1.882352941,720,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-blue.png
Squawkabilly  Yellow  Plumage,Normal,Flying,417,82,96,51,45,51,92,69.5,Normal-Flying,1.882352941,720,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-yellow.png
Squawkabilly  White  Plumage,Normal,Flying,417,82,96,51,45,51,92,69.5,Normal-Flying,1.882352941,720,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-white.png
Nacli,Rock,null,280,55,55,75,35,35,25,46.66666667,Rock,0.733333333,1075,https://img.pokemondb.net/sprites/scarlet-violet/icon/nacli.png
Naclstack,Rock,null,355,60,60,100,35,65,35,59.16666667,Rock,0.6,838,https://img.pokemondb.net/sprites/scarlet-violet/icon/naclstack.png
Garganacl,Rock,null,500,100,100,130,45,90,35,83.33333333,Rock,0.769230769,365,https://img.pokemondb.net/sprites/scarlet-violet/icon/garganacl.png
Charcadet,Fire,null,255,40,50,40,50,40,35,42.5,Fire,1.25,1124,https://img.pokemondb.net/sprites/scarlet-violet/icon/charcadet.png
Armarouge,Fire,Psychic,525,85,60,100,125,80,75,87.5,Fire-Psychic,0.6,265,https://img.pokemondb.net/sprites/scarlet-violet/icon/armarouge.png
Ceruledge,Fire,Ghost,525,75,125,80,60,100,85,87.5,Fire-Ghost,1.5625,265,https://img.pokemondb.net/sprites/scarlet-violet/icon/ceruledge.png
Tadbulb,Electric,null,272,61,31,41,59,35,45,45.33333333,Electric,0.756097561,1097,https://img.pokemondb.net/sprites/scarlet-violet/icon/tadbulb.png
Bellibolt,Electric,null,495,109,64,91,103,83,45,82.5,Electric,0.703296703,408,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellibolt.png
Wattrel,Electric,Flying,280,40,40,35,55,40,70,46.66666667,Electric-Flying,1.142857143,1075,https://img.pokemondb.net/sprites/scarlet-violet/icon/wattrel.png
Kilowattrel,Electric,Flying,490,70,70,60,105,60,125,81.66666667,Electric-Flying,1.166666667,434,https://img.pokemondb.net/sprites/scarlet-violet/icon/kilowattrel.png
Maschiff,Dark,null,340,60,78,60,40,51,51,56.66666667,Dark,1.3,867,https://img.pokemondb.net/sprites/scarlet-violet/icon/maschiff.png
Mabosstiff,Dark,null,505,80,120,90,60,70,85,84.16666667,Dark,1.333333333,347,https://img.pokemondb.net/sprites/scarlet-violet/icon/mabosstiff.png
Shroodle,Poison,Normal,290,40,65,35,40,35,75,48.33333333,Poison-Normal,1.857142857,1052,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroodle.png
Grafaiai,Poison,Normal,485,63,95,65,80,72,110,80.83333333,Poison-Normal,1.461538462,479,https://img.pokemondb.net/sprites/scarlet-violet/icon/grafaiai.png
Bramblin,Grass,Ghost,275,40,65,30,45,35,60,45.83333333,Grass-Ghost,2.166666667,1089,https://img.pokemondb.net/sprites/scarlet-violet/icon/bramblin.png
Brambleghast,Grass,Ghost,480,55,115,70,80,70,90,80,Grass-Ghost,1.642857143,512,https://img.pokemondb.net/sprites/scarlet-violet/icon/brambleghast.png
Toedscool,Ground,Grass,335,40,40,35,50,100,70,55.83333333,Ground-Grass,1.142857143,879,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscool.png
Toedscruel,Ground,Grass,515,80,70,65,80,120,100,85.83333333,Ground-Grass,1.076923077,308,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscruel.png
Klawf,Rock,null,450,70,100,115,35,55,75,75,Rock,0.869565217,637,https://img.pokemondb.net/sprites/scarlet-violet/icon/klawf.png
Capsakid,Grass,null,304,50,62,40,62,40,50,50.66666667,Grass,1.55,1004,https://img.pokemondb.net/sprites/scarlet-violet/icon/capsakid.png
Scovillain,Grass,Fire,486,65,108,65,108,65,75,81,Grass-Fire,1.661538462,477,https://img.pokemondb.net/sprites/scarlet-violet/icon/scovillain.png
Rellor,Bug,null,270,41,50,60,31,58,30,45,Bug,0.833333333,1098,https://img.pokemondb.net/sprites/scarlet-violet/icon/rellor.png
Rabsca,Bug,Psychic,470,75,50,85,115,100,45,78.33333333,Bug-Psychic,0.588235294,568,https://img.pokemondb.net/sprites/scarlet-violet/icon/rabsca.png
Flittle,Psychic,null,255,30,35,30,55,30,75,42.5,Psychic,1.166666667,1124,https://img.pokemondb.net/sprites/scarlet-violet/icon/flittle.png
Espathra,Psychic,null,481,95,60,60,101,60,105,80.16666667,Psychic,1,510,https://img.pokemondb.net/sprites/scarlet-violet/icon/espathra.png
Tinkatink,Fairy,Steel,297,50,45,45,35,64,58,49.5,Fairy-Steel,1,1041,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatink.png
Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78,63.33333333,Fairy-Steel,1,808,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatuff.png
Tinkaton,Fairy,Steel,506,85,75,77,70,105,94,84.33333333,Fairy-Steel,0.974025974,346,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkaton.png
Wiglett,Water,null,245,10,55,25,35,25,95,40.83333333,Water,2.2,1141,https://img.pokemondb.net/sprites/scarlet-violet/icon/wiglett.png
Wugtrio,Water,null,425,35,100,50,50,70,120,70.83333333,Water,2,684,https://img.pokemondb.net/sprites/scarlet-violet/icon/wugtrio.png
Bombirdier,Flying,Dark,485,70,103,85,60,85,82,80.83333333,Flying-Dark,1.211764706,479,https://img.pokemondb.net/sprites/scarlet-violet/icon/bombirdier.png
Finizen,Water,null,315,70,45,40,45,40,75,52.5,Water,1.125,947,https://img.pokemondb.net/sprites/scarlet-violet/icon/finizen.png
Palafin  Zero  Form,Water,null,457,100,70,72,53,62,100,76.16666667,Water,0.972222222,616,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-zero.png
Palafin  Hero  Form,Water,null,650,100,160,97,106,87,100,108.3333333,Water,1.649484536,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-hero.png
Varoom,Steel,Poison,300,45,70,63,30,45,47,50,Steel-Poison,1.111111111,1012,https://img.pokemondb.net/sprites/scarlet-violet/icon/varoom.png
Revavroom,Steel,Poison,500,80,119,90,54,67,90,83.33333333,Steel-Poison,1.322222222,365,https://img.pokemondb.net/sprites/scarlet-violet/icon/revavroom.png
Cyclizar,Dragon,Normal,501,70,95,65,85,65,121,83.5,Dragon-Normal,1.461538462,364,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyclizar.png
Orthworm,Steel,null,480,70,85,145,60,55,65,80,Steel,0.586206897,512,https://img.pokemondb.net/sprites/scarlet-violet/icon/orthworm.png
Glimmet,Rock,Poison,350,48,35,42,105,60,60,58.33333333,Rock-Poison,0.833333333,848,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmet.png
Glimmora,Rock,Poison,525,83,55,90,130,81,86,87.5,Rock-Poison,0.611111111,265,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmora.png
Greavard,Ghost,null,290,50,61,60,30,55,34,48.33333333,Ghost,1.016666667,1052,https://img.pokemondb.net/sprites/scarlet-violet/icon/greavard.png
Houndstone,Ghost,null,488,72,101,100,50,97,68,81.33333333,Ghost,1.01,470,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndstone.png
Flamigo,Flying,Fighting,500,82,115,74,75,64,90,83.33333333,Flying-Fighting,1.554054054,365,https://img.pokemondb.net/sprites/scarlet-violet/icon/flamigo.png
Cetoddle,Ice,null,334,108,68,45,30,40,43,55.66666667,Ice,1.511111111,890,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetoddle.png
Cetitan,Ice,null,521,170,113,65,45,55,73,86.83333333,Ice,1.738461538,287,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetitan.png
Veluza,Water,Psychic,478,90,102,73,78,65,70,79.66666667,Water-Psychic,1.397260274,537,https://img.pokemondb.net/sprites/scarlet-violet/icon/veluza.png
Dondozo,Water,null,530,150,100,115,65,65,35,88.33333333,Water,0.869565217,235,https://img.pokemondb.net/sprites/scarlet-violet/icon/dondozo.png
Tatsugiri  Curly  Form,Dragon,Water,475,68,50,60,120,95,82,79.16666667,Dragon-Water,0.833333333,545,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-curly.png
Tatsugiri  Droopy  Form,Dragon,Water,475,68,50,60,120,95,82,79.16666667,Dragon-Water,0.833333333,545,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-droopy.png
Tatsugiri  Stretchy  Form,Dragon,Water,475,68,50,60,120,95,82,79.16666667,Dragon-Water,0.833333333,545,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-stretchy.png
Annihilape,Fighting,Ghost,535,110,115,80,50,90,90,89.16666667,Fighting-Ghost,1.4375,217,https://img.pokemondb.net/sprites/scarlet-violet/icon/annihilape.png
Clodsire,Poison,Ground,430,130,75,60,45,100,20,71.66666667,Poison-Ground,1.25,673,https://img.pokemondb.net/sprites/scarlet-violet/icon/clodsire.png
Farigiraf,Normal,Psychic,520,120,90,70,110,70,60,86.66666667,Normal-Psychic,1.285714286,290,https://img.pokemondb.net/sprites/scarlet-violet/icon/farigiraf.png
Dudunsparce  Two- Segment  Form,Normal,null,520,125,100,80,85,75,55,86.66666667,Normal,1.25,290,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-two-segment.png
Dudunsparce  Three- Segment  Form,Normal,null,520,125,100,80,85,75,55,86.66666667,Normal,1.25,290,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-three-segment.png
Kingambit,Dark,Steel,550,100,135,120,60,85,50,91.66666667,Dark-Steel,1.125,198,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingambit.png
Great  Tusk,Ground,Fighting,570,115,131,131,53,53,87,95,Ground-Fighting,1,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/great-tusk.png
Scream  Tail,Fairy,Psychic,570,115,65,99,65,115,111,95,Fairy-Psychic,0.656565657,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/scream-tail.png
Brute  Bonnet,Grass,Dark,570,111,127,99,79,99,55,95,Grass-Dark,1.282828283,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/brute-bonnet.png
Flutter  Mane,Ghost,Fairy,570,55,55,55,135,135,135,95,Ghost-Fairy,1,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/flutter-mane.png
Slither  Wing,Bug,Fighting,570,85,135,79,85,105,81,95,Bug-Fighting,1.708860759,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/slither-wing.png
Sandy  Shocks,Electric,Ground,570,85,81,97,121,85,101,95,Electric-Ground,0.835051546,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandy-shocks.png
Iron  Treads,Ground,Steel,570,90,112,120,72,70,106,95,Ground-Steel,0.933333333,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-treads.png
Iron  Bundle,Ice,Water,570,56,80,114,124,60,136,95,Ice-Water,0.701754386,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-bundle.png
Iron  Hands,Fighting,Electric,570,154,140,108,50,68,50,95,Fighting-Electric,1.296296296,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-hands.png
Iron  Jugulis,Dark,Flying,570,94,80,86,122,80,108,95,Dark-Flying,0.930232558,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-jugulis.png
Iron  Moth,Fire,Poison,570,80,70,60,140,110,110,95,Fire-Poison,1.166666667,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-moth.png
Iron  Thorns,Rock,Electric,570,100,134,110,70,84,72,95,Rock-Electric,1.218181818,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-thorns.png
Frigibax,Dragon,Ice,320,65,75,45,35,45,55,53.33333333,Dragon-Ice,1.666666667,926,https://img.pokemondb.net/sprites/scarlet-violet/icon/frigibax.png
Arctibax,Dragon,Ice,423,90,95,66,45,65,62,70.5,Dragon-Ice,1.439393939,695,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctibax.png
Baxcalibur,Dragon,Ice,600,115,145,92,75,86,87,100,Dragon-Ice,1.576086957,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/baxcalibur.png
Gimmighoul  Chest  Form,Ghost,null,300,45,30,70,75,70,10,50,Ghost,0.428571429,1012,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-chest.png
Gimmighoul  Roaming  Form,Ghost,null,300,45,30,25,75,45,80,50,Ghost,1.2,1012,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-roaming.png
Gholdengo,Steel,Ghost,550,87,60,95,133,91,84,91.66666667,Steel-Ghost,0.631578947,198,https://img.pokemondb.net/sprites/scarlet-violet/icon/gholdengo.png
Wo- Chien,Dark,Grass,570,85,85,100,95,135,70,95,Dark-Grass,0.85,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/wo-chien.png
Chien- Pao,Dark,Ice,570,80,120,80,90,65,135,95,Dark-Ice,1.5,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/chien-pao.png
Ting- Lu,Dark,Ground,570,155,110,125,55,80,45,95,Dark-Ground,0.88,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/ting-lu.png
Chi- Yu,Dark,Fire,570,55,80,80,135,120,100,95,Dark-Fire,1,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/chi-yu.png
Roaring  Moon,Dragon,Dark,590,105,139,71,55,101,119,98.33333333,Dragon-Dark,1.957746479,118,https://img.pokemondb.net/sprites/scarlet-violet/icon/roaring-moon.png
Iron  Valiant,Fairy,Fighting,590,74,130,90,120,60,116,98.33333333,Fairy-Fighting,1.444444444,118,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-valiant.png
Koraidon,Fighting,Dragon,670,100,135,115,85,100,135,111.6666667,Fighting-Dragon,1.173913043,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/koraidon.png
Miraidon,Electric,Dragon,670,100,85,100,135,115,135,111.6666667,Electric-Dragon,0.85,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/miraidon.png
Walking  Wake,Water,Dragon,590,99,83,91,125,83,109,98.33333333,Water-Dragon,0.912087912,118,https://img.pokemondb.net/sprites/scarlet-violet/icon/walking-wake.png
Iron  Leaves,Grass,Psychic,590,90,130,88,70,108,104,98.33333333,Grass-Psychic,1.477272727,118,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-leaves.png
